label,N,P,K,temperature,humidity,ph,rainfall
grapes,19.13,104.79,199.13,27.24,89.96,5.65,101.02
grapes,13.86,126.32,194.99,27.3,88.49,6.38,63.79
grapes,29.31,135.09,179.95,20.87,87.19,5.93,64.58
grapes,23.96,133.64,199.01,21.9,91.43,6.4,75.98
grapes,23.52,133.59,186.44,25.65,75.35,5.97,65.98
grapes,19.41,146.46,200.71,25.41,71.94,5.76,85.53
grapes,25.97,108.46,202.49,25.73,88.42,5.74,53.1
grapes,20.02,119.03,208.84,19.57,79.76,6.57,80.09
grapes,29.48,113.58,180.78,27.87,82.51,6.04,66.58
grapes,25.5,118.54,214.24,30.46,84.42,5.75,49.6
grapes,16.58,145.55,187.65,24.26,85.28,6.59,77.6
grapes,22.98,130.72,192.47,23.85,84.06,6.07,105.58
grapes,27.19,141.51,187.14,26.05,78.39,6.16,88.26
grapes,25.25,154.07,217.14,27.35,85.82,6.71,62.76
grapes,31.85,120.09,193.23,26.12,88.17,5.54,73.85
grapes,25.49,128.14,210.25,31.87,84.1,5.71,64.44
grapes,23.37,120.6,205.61,25.9,79.68,6.79,71.17
grapes,24.4,136.39,210.7,27.56,84.14,6.42,72.02
grapes,29.59,139.05,218.15,21.66,77.46,6.33,48.18
grapes,27.46,140.6,193.08,24.14,76.63,5.79,74.09
grapes,21.59,122.62,196.75,24.43,91.37,5.84,84.13
grapes,22.12,124.1,179.55,21.86,75.97,6.07,92.91
grapes,16.07,124.51,183.6,24.47,87.38,5.82,79.43
watermelon,137.46,21.83,16.96,30.32,60.86,6.67,86.18
watermelon,103.59,20.7,19.53,31.09,69.16,6.69,76.36
watermelon,131.2,16.51,14.72,23.61,64.65,6.17,84.77
watermelon,96.35,17.41,21.88,27.94,67.05,6.28,79.61
watermelon,127.14,23.81,20.37,28.37,62.71,6.75,67.74
watermelon,117.86,18.46,19.59,27.98,55.74,6.71,91.57
watermelon,98.49,21.48,24.33,31.19,62.92,6.12,80.97
watermelon,122.97,20.38,19.28,27.83,67.11,6.69,82.41
watermelon,121.33,26.72,17.5,32.56,61.33,6.94,94.8
watermelon,116.48,26.64,21.88,28.25,63.13,6.95,91.08
watermelon,107.3,19.44,20.81,28.98,76.79,6.59,79.26
watermelon,134.29,18.54,24.03,26.66,62.73,6.92,98.84
watermelon,110.72,16.44,22.27,28.75,63.66,6.85,73.47
watermelon,96.41,14.8,20.04,26.27,63.51,5.94,99.68
watermelon,145.98,15.77,21.03,28.08,63.45,7.22,74.4
watermelon,116.57,16.23,24.58,23.47,62.79,6.48,72.07
watermelon,130.36,24.81,14.35,34.19,57.88,7.02,81.8
watermelon,113.96,18.36,19.87,30.42,60.4,6.41,70.75
watermelon,105.42,16.73,15.4,29.16,67.16,6.55,103.69
watermelon,93.47,21.88,20.03,31.63,68.58,6.43,82.07
watermelon,111.07,22.45,12.48,31.55,64.88,6.31,77.21
watermelon,118.09,25.19,32.93,32.44,62.17,6.75,88.08
watermelon,108.9,14.96,19.75,31.62,56.94,6.21,86.87
watermelon,120.5,25.67,14.35,34.7,57.31,5.69,79.29
watermelon,106.39,19.84,19.71,29.61,60.79,6.67,76.19
watermelon,133.24,19.28,16.14,26.62,64.14,5.99,63.8
watermelon,126.33,12.89,25.65,30.32,64.78,6.09,89.17
watermelon,119.97,17.26,20.8,26.63,56.82,6.05,84.19
watermelon,119.96,24.2,16.32,31.15,64.43,6.12,84.62
watermelon,119.21,17.48,20.17,29.74,64.23,6.33,64.34
watermelon,120.9,16.79,15.92,29.52,68.67,6.57,73.63
watermelon,113.14,22.54,10.41,31.59,55.63,5.93,73.83
watermelon,146.04,26.71,22.83,30.71,55.69,6.56,73.41
watermelon,110.2,20.62,18.12,31.74,55.32,6.53,69.45
watermelon,115.08,21.22,15.53,30.33,63.94,6.24,74.35
watermelon,118.15,16.93,20.03,29.44,61.94,7.14,84.98
watermelon,115.41,20.58,15.89,29.13,63.4,6.0,84.65
watermelon,113.93,18.58,17.73,35.92,61.69,5.67,60.8
watermelon,129.11,25.35,17.27,32.56,68.71,6.42,76.87
watermelon,122.17,23.51,21.59,28.65,64.13,7.29,83.01
watermelon,130.43,22.16,21.09,30.22,69.49,6.79,83.17
watermelon,111.67,21.54,19.73,29.38,78.39,5.88,91.5
watermelon,109.65,20.52,30.27,28.08,61.38,6.49,69.83
watermelon,130.61,17.86,22.62,27.34,55.97,6.41,61.18
watermelon,138.22,13.88,15.85,30.83,62.07,5.89,104.48
watermelon,107.98,19.21,19.16,31.42,67.31,6.17,76.09
watermelon,117.28,23.0,15.33,34.04,61.2,6.5,66.08
watermelon,104.42,16.5,16.12,29.17,60.11,6.78,70.6
watermelon,109.27,18.43,23.97,30.43,64.5,5.93,66.29
watermelon,104.66,25.23,22.12,28.28,62.18,6.17,69.37
watermelon,125.52,18.85,28.32,32.5,71.55,6.77,74.93
watermelon,127.17,18.6,26.52,30.81,66.31,6.55,100.88
watermelon,102.79,27.35,19.26,27.19,61.24,5.84,87.84
watermelon,107.54,20.67,24.54,28.66,63.66,5.98,75.34
watermelon,150.89,23.11,18.94,28.78,64.79,6.55,74.97
watermelon,126.36,16.19,16.17,30.74,59.16,6.79,79.83
watermelon,98.07,20.44,13.26,31.39,63.76,7.24,92.86
watermelon,107.27,11.92,16.98,27.56,74.13,6.5,91.2
watermelon,116.58,19.28,19.87,32.21,66.56,6.08,99.47
watermelon,116.49,18.18,8.68,31.27,65.51,6.54,75.17
watermelon,113.1,18.52,21.85,31.28,63.84,6.88,79.05
watermelon,113.95,20.79,14.56,30.47,57.29,6.09,55.78
watermelon,117.9,26.44,19.53,31.29,76.76,6.66,70.82
watermelon,112.47,20.0,17.47,28.88,69.93,6.91,60.24
watermelon,110.18,18.14,22.4,32.29,78.51,6.31,75.01
watermelon,127.06,17.27,19.44,29.17,51.89,6.55,77.81
watermelon,135.25,20.02,14.98,29.48,54.54,6.02,87.63
watermelon,117.03,23.69,12.13,29.52,62.62,6.88,88.07
watermelon,127.71,26.17,18.53,32.67,59.78,6.07,89.03
watermelon,101.94,22.29,20.41,32.14,64.7,6.52,86.11
watermelon,112.05,17.18,21.9,29.94,62.96,6.47,99.13
watermelon,114.68,18.11,13.17,29.92,68.28,6.83,81.3
watermelon,131.47,22.92,24.45,31.97,72.85,6.43,64.08
watermelon,127.96,23.12,26.28,32.56,74.73,6.75,82.75
watermelon,103.38,21.23,17.79,30.42,65.27,6.69,78.83
watermelon,131.22,9.11,20.76,32.4,74.35,6.79,100.22
watermelon,122.03,20.01,22.12,29.99,61.09,6.29,66.65
watermelon,126.34,20.05,18.56,28.87,67.53,6.81,66.43
watermelon,104.55,23.82,14.5,31.09,73.08,7.15,88.85
watermelon,128.51,29.01,10.66,29.07,69.24,6.37,94.88
watermelon,119.53,20.53,18.9,28.95,62.26,6.61,70.71
watermelon,131.44,22.61,24.4,27.74,56.5,6.5,114.79
watermelon,135.19,17.78,21.7,31.46,58.16,7.05,77.99
watermelon,118.91,20.1,24.58,28.49,56.47,6.63,55.48
watermelon,116.39,24.75,22.32,32.08,68.1,7.46,72.94
watermelon,124.78,18.25,23.83,29.88,73.59,6.29,96.89
watermelon,127.12,19.87,22.17,30.52,66.78,6.42,71.58
watermelon,115.98,13.27,23.37,27.53,63.91,6.76,90.07
watermelon,98.7,19.63,21.84,30.1,71.72,6.17,55.41
watermelon,129.72,17.85,12.97,29.68,71.15,5.99,108.03
watermelon,109.95,20.35,15.12,30.08,64.33,5.9,113.91
watermelon,114.06,18.02,23.88,33.63,70.63,6.02,82.57
watermelon,97.42,23.61,13.46,28.39,64.98,6.68,76.87
watermelon,138.23,22.89,22.58,27.54,73.5,6.18,100.85
watermelon,144.27,22.05,24.13,23.83,64.02,6.94,91.09
watermelon,105.36,18.83,9.85,30.83,55.58,6.95,94.19
watermelon,114.31,22.09,19.13,30.48,59.26,6.75,60.31
watermelon,98.04,19.51,19.16,30.54,61.75,7.25,81.93
watermelon,122.79,20.79,24.01,31.15,67.21,6.79,58.1
watermelon,98.56,19.7,19.21,31.16,65.1,6.73,65.05
muskmelon,119.87,14.64,21.55,26.24,66.74,5.91,75.4
muskmelon,130.74,20.91,13.42,28.66,57.49,5.82,81.41
muskmelon,126.72,21.76,22.41,29.98,63.63,6.07,74.72
muskmelon,104.14,16.62,20.36,29.76,80.32,5.96,78.5
muskmelon,102.92,18.45,18.61,31.69,62.75,6.42,74.84
muskmelon,103.19,17.39,18.47,30.15,67.79,6.41,76.97
muskmelon,99.35,22.16,17.22,31.49,71.58,6.42,67.72
muskmelon,119.8,21.39,18.74,28.87,67.82,6.7,75.84
muskmelon,100.15,21.83,16.93,30.43,65.76,5.74,80.97
muskmelon,126.17,22.55,20.47,26.05,71.39,6.66,65.56
muskmelon,110.55,20.92,22.72,29.02,69.13,5.78,67.49
muskmelon,95.23,16.41,26.03,34.12,66.17,6.24,77.34
muskmelon,125.68,13.75,17.71,32.87,59.77,6.2,80.16
muskmelon,123.4,17.5,20.31,31.22,74.81,6.45,79.5
muskmelon,138.33,17.8,14.7,30.5,70.38,6.64,78.84
muskmelon,102.62,19.77,24.93,27.53,63.78,6.35,71.63
muskmelon,122.98,21.77,21.73,28.05,56.77,6.6,73.93
muskmelon,142.06,27.54,27.96,28.12,67.85,6.85,89.1
muskmelon,115.75,25.12,20.0,30.26,57.31,6.76,76.88
muskmelon,125.58,20.94,20.72,29.91,68.93,6.42,62.54
muskmelon,126.83,16.76,14.7,27.96,66.42,6.46,54.41
muskmelon,115.4,24.68,18.19,29.67,70.21,6.82,92.26
muskmelon,86.73,26.93,22.55,34.92,61.09,5.79,80.09
muskmelon,116.7,22.61,24.3,29.83,63.8,6.71,76.92
muskmelon,115.92,24.15,25.04,32.17,64.16,5.64,78.22
muskmelon,110.9,19.48,17.32,29.96,59.8,5.99,94.67
muskmelon,108.36,20.0,23.82,31.83,68.97,6.62,88.69
muskmelon,136.48,21.7,12.65,28.94,68.48,6.25,99.44
muskmelon,119.24,20.34,24.5,29.63,65.88,6.86,62.33
muskmelon,116.58,23.32,20.26,32.93,57.12,5.82,89.24
muskmelon,130.39,19.23,21.6,31.49,60.93,6.22,82.28
muskmelon,130.85,15.34,19.21,29.51,67.09,6.5,73.45
muskmelon,134.98,17.84,18.83,26.82,61.43,6.71,83.85
muskmelon,127.19,22.2,28.35,28.5,56.9,6.08,71.56
muskmelon,108.31,20.37,25.01,33.08,67.52,7.36,75.72
muskmelon,100.41,24.21,12.65,28.49,67.6,6.46,77.71
muskmelon,105.83,19.96,24.01,30.04,60.85,6.0,70.28
muskmelon,124.71,21.37,16.8,25.58,67.1,6.14,88.27
muskmelon,110.93,16.05,20.61,34.72,68.75,6.55,84.31
muskmelon,98.99,15.51,9.96,33.46,72.64,6.66,81.62
muskmelon,101.38,19.12,27.17,30.26,62.18,5.8,96.56
muskmelon,119.16,12.97,16.3,27.44,64.34,6.58,73.96
muskmelon,129.32,20.32,24.25,29.29,80.23,6.27,69.16
muskmelon,107.68,19.16,13.12,30.59,55.47,6.56,63.78
muskmelon,115.42,22.42,29.22,27.84,64.25,6.21,69.56
muskmelon,111.42,23.3,18.05,34.5,67.08,6.1,75.6
muskmelon,110.38,23.2,13.44,27.32,62.04,6.77,94.8
muskmelon,136.57,22.12,19.67,31.59,59.28,5.76,85.24
muskmelon,107.93,19.74,20.48,30.5,69.69,6.83,82.34
muskmelon,114.7,20.43,17.62,29.61,78.09,6.57,85.4
muskmelon,111.53,24.08,23.04,31.53,66.07,6.91,95.26
muskmelon,123.4,19.54,23.58,28.19,61.41,6.48,59.1
muskmelon,129.93,16.15,18.11,29.57,65.2,6.36,79.19
muskmelon,119.28,18.21,16.91,32.16,54.48,6.42,74.37
muskmelon,125.03,14.18,18.0,29.8,70.35,6.63,65.8
muskmelon,114.15,23.54,15.2,29.84,64.95,6.35,112.35
muskmelon,115.05,21.8,16.93,31.06,69.35,6.26,79.34
muskmelon,109.26,15.42,24.15,28.89,52.93,7.21,70.37
muskmelon,117.04,26.56,19.43,29.67,58.86,5.85,78.0
muskmelon,124.35,21.22,18.07,30.04,55.81,6.68,81.94
muskmelon,143.68,20.03,16.23,29.9,63.36,6.67,80.32
muskmelon,104.88,13.46,21.05,32.77,65.4,6.83,92.15
muskmelon,123.2,16.74,20.78,32.41,67.65,6.8,74.45
muskmelon,117.57,19.53,19.79,32.34,53.26,6.51,79.05
muskmelon,103.54,22.69,17.1,29.29,74.24,6.9,86.89
muskmelon,124.57,19.34,28.0,31.6,61.25,5.94,86.8
muskmelon,119.33,14.28,21.71,29.46,67.65,6.68,72.7
muskmelon,127.59,18.01,18.27,28.94,70.65,6.39,96.47
muskmelon,141.4,17.05,8.32,32.09,63.29,6.15,72.94
muskmelon,115.02,25.19,20.64,32.57,67.47,6.38,75.32
muskmelon,126.74,23.28,23.99,29.48,65.88,6.73,75.39
muskmelon,106.38,16.77,19.04,31.32,71.29,5.96,72.83
muskmelon,115.71,23.18,17.89,29.14,57.94,6.69,78.06
muskmelon,112.15,18.96,24.51,27.99,60.79,7.0,80.91
muskmelon,128.04,21.61,19.86,29.3,69.16,6.96,93.01
muskmelon,105.77,25.22,18.57,28.49,64.15,6.83,86.49
muskmelon,116.94,23.35,20.56,28.85,61.46,6.66,79.01
muskmelon,103.49,23.39,18.08,33.18,57.99,6.43,71.6
muskmelon,108.29,18.05,27.08,30.29,61.04,5.77,59.34
muskmelon,113.56,17.47,19.1,25.46,64.54,6.91,99.47
muskmelon,97.27,16.79,16.58,30.29,58.9,7.17,80.52
muskmelon,118.52,26.37,19.94,30.8,61.25,5.95,72.68
muskmelon,146.24,22.53,21.1,28.05,69.56,5.96,61.2
muskmelon,113.29,27.82,27.59,29.1,61.63,5.84,80.94
muskmelon,121.94,23.16,23.64,29.61,67.78,6.22,86.44
muskmelon,113.91,21.84,21.51,30.14,68.97,5.87,67.22
muskmelon,116.76,14.23,18.37,29.25,71.55,6.56,92.35
muskmelon,123.62,17.86,20.53,31.46,70.97,6.45,60.23
muskmelon,99.39,18.69,10.65,33.59,67.98,6.25,66.68
muskmelon,132.34,15.55,15.93,28.47,65.57,6.75,94.31
muskmelon,132.54,20.0,24.08,28.66,55.9,6.23,70.32
muskmelon,112.42,16.16,18.16,31.24,73.58,5.81,64.55
muskmelon,110.5,23.06,19.18,28.55,68.58,6.88,79.77
muskmelon,110.21,21.08,19.07,29.52,62.44,6.87,83.0
muskmelon,132.43,25.35,21.84,28.99,70.2,6.69,111.24
muskmelon,123.72,22.79,21.16,29.8,63.71,6.62,86.25
muskmelon,133.85,21.24,18.15,29.35,58.39,7.16,73.51
muskmelon,131.61,21.11,21.21,29.77,61.06,6.11,100.74
muskmelon,121.37,24.5,25.54,29.18,67.12,6.52,66.11
muskmelon,117.77,22.35,18.0,29.35,64.13,7.34,57.99
apple,22.51,132.47,192.31,21.44,94.67,6.79,112.79
apple,25.46,147.69,209.8,20.91,93.98,6.7,97.77
apple,12.15,114.77,200.84,22.6,87.27,6.92,112.28
apple,26.75,138.71,187.2,22.92,94.68,6.28,88.37
apple,20.5,124.99,213.45,21.19,98.9,5.65,112.02
apple,27.15,126.1,198.09,21.19,89.26,6.6,90.57
apple,19.45,140.16,197.42,20.0,96.12,6.79,94.38
apple,13.53,125.48,206.54,22.55,95.16,6.37,96.13
apple,24.59,129.47,202.24,18.9,89.72,6.9,99.26
apple,24.07,111.69,193.29,21.66,98.97,6.03,120.06
apple,25.28,127.79,195.52,22.28,86.07,6.32,129.14
apple,22.61,133.43,201.36,23.16,95.09,6.28,133.02
apple,26.58,141.77,189.88,19.96,90.69,6.52,83.47
apple,22.47,147.87,206.92,20.65,88.82,6.62,107.7
apple,22.22,141.02,213.1,19.74,92.89,6.35,108.52
apple,24.32,144.73,216.78,22.85,91.56,6.4,83.98
apple,26.7,131.78,206.07,23.36,87.02,6.13,133.21
apple,21.45,129.19,198.48,24.17,95.74,5.91,134.51
apple,24.83,133.48,185.7,24.11,93.91,5.92,106.52
apple,35.63,135.17,191.1,19.98,99.09,6.84,131.11
apple,21.24,147.54,189.82,22.33,93.15,7.05,114.78
apple,16.87,135.64,179.88,17.36,95.33,6.35,106.08
apple,24.15,148.97,206.41,25.86,94.01,6.62,113.61
apple,13.57,144.56,170.65,20.83,92.09,6.18,103.22
apple,29.2,146.04,191.77,21.06,86.89,6.78,106.25
apple,10.17,136.01,205.27,23.93,91.71,6.35,139.79
apple,20.03,142.2,193.53,23.38,86.18,6.32,91.88
apple,16.98,147.5,192.65,23.44,98.07,6.49,124.91
apple,22.66,136.16,209.0,25.68,89.45,6.12,94.73
apple,24.97,146.29,193.56,17.73,89.3,6.72,109.0
apple,20.9,129.77,212.17,22.69,94.35,6.56,117.87
apple,22.29,125.72,204.48,23.58,96.62,6.67,95.52
apple,15.94,130.65,202.27,21.76,87.51,6.05,78.52
apple,4.4,133.68,227.84,25.59,88.09,6.56,88.03
apple,13.44,123.03,197.29,21.64,93.01,6.77,104.95
apple,20.18,124.06,183.87,19.0,94.6,6.36,81.93
apple,19.68,122.51,219.92,20.84,94.73,6.94,95.68
apple,20.38,140.53,201.39,22.72,86.68,6.72,102.71
apple,21.75,144.2,208.03,22.7,94.57,6.78,132.43
apple,19.83,136.64,211.18,21.02,86.66,6.7,106.91
apple,13.96,140.01,217.17,18.74,96.09,5.49,104.0
apple,29.2,131.72,201.08,23.53,85.13,6.53,110.96
apple,29.31,122.64,195.42,20.14,87.86,6.95,110.4
apple,17.22,129.82,193.24,21.05,86.94,6.4,104.61
apple,16.21,136.55,202.88,20.89,91.42,7.36,141.81
apple,14.73,125.86,187.29,24.11,90.41,6.6,139.95
apple,19.95,142.06,206.25,20.82,96.24,6.16,130.1
apple,17.06,130.22,186.94,20.15,90.29,5.53,106.5
apple,17.46,142.9,205.08,20.58,90.17,6.41,132.29
apple,15.89,127.8,186.46,19.04,93.23,6.58,129.24
apple,25.21,158.97,199.11,21.48,86.8,6.78,111.78
apple,23.26,123.61,204.22,22.41,92.56,6.23,127.84
apple,30.25,123.9,208.65,16.24,94.67,5.75,102.13
apple,13.43,132.84,210.07,18.29,90.56,6.29,133.72
apple,22.16,123.23,194.34,25.11,94.86,6.13,105.99
apple,18.82,129.62,179.48,20.64,97.56,6.35,108.45
apple,20.7,157.18,200.11,24.19,89.61,6.4,110.19
apple,16.13,132.96,210.66,20.4,92.0,6.78,97.63
apple,25.48,135.73,198.02,17.98,90.51,6.65,136.18
apple,22.84,146.26,185.49,21.75,96.88,6.14,124.48
apple,23.67,137.75,196.06,20.03,99.1,6.75,115.11
apple,17.94,135.38,201.98,22.8,94.94,6.19,88.0
apple,20.42,117.53,196.12,20.98,93.97,7.29,80.83
apple,31.37,132.67,204.17,19.17,95.99,6.52,109.08
apple,10.31,135.74,210.15,21.53,96.7,6.95,100.38
apple,27.98,135.45,200.6,22.2,92.28,5.45,107.22
apple,13.18,151.26,219.03,23.7,91.05,6.1,100.14
apple,29.71,128.08,171.73,24.06,98.0,7.16,125.58
apple,26.01,135.53,175.08,22.06,94.49,6.45,107.29
apple,15.18,124.98,222.06,25.75,91.99,6.61,95.29
apple,23.21,152.6,181.65,22.93,94.16,6.71,134.64
apple,30.18,132.67,208.08,22.17,89.47,6.61,120.07
apple,21.08,126.19,194.44,21.09,88.63,6.63,116.27
apple,24.9,126.42,193.07,25.11,91.34,6.51,107.37
apple,25.67,146.72,213.36,22.05,88.51,7.27,122.84
apple,17.72,149.24,193.57,24.82,97.91,6.13,118.73
apple,23.91,161.15,191.09,24.87,92.07,6.0,108.2
apple,20.01,124.41,203.75,23.92,92.95,6.28,107.77
apple,19.98,137.17,213.32,22.54,86.39,6.28,112.49
apple,25.62,147.98,221.3,22.26,95.05,5.92,116.45
apple,14.62,134.37,236.36,22.61,88.54,6.66,102.24
apple,15.2,156.03,212.8,22.69,90.43,6.38,133.14
apple,21.53,104.17,229.05,22.37,93.37,6.93,116.98
apple,23.73,130.76,185.24,22.56,97.73,6.24,99.08
apple,26.11,130.43,195.07,21.25,91.74,5.87,101.91
apple,21.15,137.23,213.9,25.68,98.05,6.87,107.77
apple,16.88,135.18,207.03,23.64,94.49,6.45,121.8
apple,26.3,143.8,199.62,20.33,88.57,6.23,113.86
apple,22.6,120.85,193.95,22.49,88.4,6.67,105.39
apple,16.38,135.53,204.71,20.3,91.03,6.69,98.57
apple,11.71,119.63,194.98,19.36,90.61,7.17,89.32
apple,18.59,156.32,204.9,21.26,91.37,6.67,135.44
apple,17.35,127.42,183.45,22.21,86.38,6.31,96.37
apple,25.37,129.92,204.76,18.79,92.53,6.02,103.62
apple,31.06,144.32,198.46,28.4,88.34,6.97,87.01
apple,18.78,121.52,203.09,22.11,90.77,6.94,101.49
apple,21.63,143.21,182.2,20.5,92.22,6.75,131.32
apple,18.92,131.84,189.53,22.66,90.81,6.39,108.59
apple,22.76,129.36,190.73,22.86,79.9,6.26,92.73
apple,26.02,130.59,193.27,21.9,89.62,6.34,111.46
orange,22.89,18.28,6.97,22.69,80.3,6.62,88.58
orange,28.8,23.06,12.92,25.6,83.19,7.37,105.48
orange,19.77,13.86,15.27,28.54,75.38,6.21,105.14
orange,31.12,14.85,4.1,29.34,81.56,6.68,106.92
orange,27.33,13.94,7.48,25.21,68.65,6.38,104.54
orange,23.49,17.8,7.01,21.36,80.72,6.38,89.37
orange,25.31,18.82,8.62,20.69,83.41,6.01,110.95
orange,20.96,18.45,13.46,26.06,85.65,6.63,115.94
orange,16.09,18.73,9.33,27.45,77.47,6.61,113.39
orange,30.79,19.47,12.48,21.59,71.93,5.59,121.79
orange,28.37,23.59,7.97,23.87,79.39,7.08,135.41
orange,28.97,21.32,14.01,24.49,78.05,6.45,95.32
orange,24.12,15.53,13.08,26.09,87.15,5.85,138.53
orange,17.14,15.21,8.14,27.62,81.13,6.4,98.11
orange,18.12,24.53,12.4,27.7,81.98,5.44,91.33
orange,27.32,18.52,8.32,22.79,84.74,6.68,117.52
orange,21.83,20.71,5.99,24.74,67.36,5.87,105.17
orange,36.88,12.8,6.27,25.43,88.85,6.58,120.53
orange,23.31,17.96,10.25,23.68,83.62,5.86,123.35
orange,25.2,19.14,5.07,23.04,85.99,6.42,114.18
orange,20.6,19.88,5.88,25.2,81.85,6.63,96.45
orange,23.29,22.15,9.37,24.43,89.52,6.12,126.21
orange,19.23,22.62,12.12,23.98,73.91,5.71,100.77
orange,27.63,15.69,10.29,22.05,78.83,6.04,108.83
orange,22.49,15.24,8.02,23.13,73.43,6.93,104.6
orange,13.99,17.51,12.74,23.48,87.49,6.16,117.55
orange,30.18,21.8,5.88,23.12,85.85,6.18,124.64
orange,22.85,20.57,5.84,23.78,75.62,6.59,111.4
orange,27.31,18.04,7.21,25.37,74.85,6.93,108.28
orange,23.37,21.85,9.77,21.68,74.69,6.92,111.26
orange,16.59,21.41,8.32,23.25,74.28,6.9,80.52
orange,20.81,20.48,14.74,26.11,75.77,7.11,89.67
orange,26.33,21.95,7.36,26.4,77.43,6.78,82.41
orange,26.67,18.35,13.45,24.91,86.25,6.7,108.09
orange,28.94,23.18,11.42,20.42,75.09,7.05,91.16
orange,29.41,22.83,7.82,21.01,77.16,7.33,97.05
orange,21.03,16.01,13.64,24.51,76.87,7.07,118.69
orange,20.4,15.11,13.47,25.03,72.25,5.79,93.26
orange,18.8,11.82,6.7,23.16,77.69,7.18,106.0
orange,24.16,22.04,9.29,25.8,81.4,6.55,151.5
orange,29.56,15.67,11.11,23.42,82.23,5.95,93.38
orange,26.72,23.99,11.51,26.71,81.87,6.57,102.44
orange,29.07,24.1,9.81,24.77,87.96,6.49,111.14
orange,27.42,19.61,7.54,25.76,79.81,7.24,121.83
orange,22.02,22.92,10.92,27.62,77.38,6.58,108.51
orange,25.29,16.46,11.73,25.84,86.43,6.5,103.82
orange,28.95,16.82,13.25,27.17,86.29,6.65,102.7
orange,25.55,21.52,8.32,27.67,82.9,6.14,138.24
orange,25.49,15.62,7.51,27.98,89.12,6.9,129.79
orange,31.08,22.23,10.99,26.08,83.68,6.2,120.98
orange,32.29,19.17,9.06,25.95,76.75,5.97,127.22
orange,22.75,20.07,8.17,27.55,84.27,6.4,92.3
orange,23.27,22.28,10.57,25.22,81.06,6.8,109.37
orange,27.25,16.05,17.66,24.43,81.02,6.73,103.84
orange,25.04,19.98,7.26,25.88,71.75,7.2,121.89
orange,28.2,13.05,7.62,27.78,100.0,6.98,125.55
orange,27.62,16.61,12.99,22.8,73.95,5.99,124.64
orange,24.71,20.4,9.95,22.75,76.65,6.25,88.92
orange,22.48,15.67,11.73,26.32,73.53,6.38,137.84
orange,20.1,21.71,10.32,27.19,81.48,6.33,111.0
orange,25.41,19.63,6.04,27.49,85.33,6.08,105.49
orange,23.87,15.37,4.4,23.66,78.22,5.92,112.65
orange,30.81,23.37,9.62,21.32,83.58,6.56,116.37
orange,34.68,16.7,1.38,22.89,82.43,6.51,91.77
orange,17.9,18.58,6.26,26.04,77.94,6.25,98.63
orange,26.32,20.17,10.61,25.36,79.64,6.09,99.04
orange,23.03,28.26,5.95,24.16,80.49,6.38,126.11
orange,23.46,19.06,12.44,28.62,87.04,6.45,109.26
orange,25.23,20.59,7.46,26.87,81.03,6.48,90.93
orange,25.31,12.43,8.26,23.87,81.43,7.25,118.58
orange,32.24,22.58,13.38,28.71,76.34,6.18,120.03
orange,24.98,20.88,9.25,23.81,88.1,6.06,120.3
orange,27.62,13.68,7.51,23.67,82.82,6.35,108.72
orange,17.71,29.3,10.21,26.0,77.3,6.24,138.69
orange,15.42,21.11,6.37,24.19,76.81,6.11,110.53
orange,12.16,18.74,9.73,22.28,87.57,6.26,106.44
orange,22.04,19.67,13.92,29.95,83.73,6.94,135.75
orange,26.24,26.28,12.38,25.29,81.75,5.77,114.38
orange,17.28,13.5,10.58,22.77,79.96,6.56,112.75
orange,20.48,23.59,9.73,25.88,74.02,6.43,126.46
orange,29.85,16.81,8.36,23.02,76.72,5.94,107.93
orange,28.17,16.86,9.73,24.56,85.28,6.26,101.37
orange,20.77,15.45,11.59,24.73,80.27,7.01,129.98
orange,16.77,22.59,10.68,24.08,81.64,5.81,131.94
orange,27.57,16.54,8.24,21.59,78.43,6.31,90.12
orange,28.88,25.11,9.92,24.39,82.17,6.49,93.77
orange,21.74,18.81,10.74,25.02,81.05,5.89,119.98
orange,25.02,30.21,8.84,25.65,94.15,6.58,108.99
orange,20.07,26.11,6.52,25.85,77.63,6.42,88.64
orange,31.72,18.89,6.35,27.51,77.48,6.63,122.62
orange,27.37,11.21,12.09,24.8,78.35,6.46,85.85
orange,25.96,14.54,9.14,25.31,85.37,6.17,131.77
orange,29.73,18.28,6.67,22.11,81.36,6.21,127.99
orange,21.6,16.4,10.7,23.63,80.04,6.89,111.76
orange,25.6,20.82,4.92,25.78,80.8,6.86,119.09
orange,23.99,24.13,9.12,25.49,78.44,6.68,104.35
orange,33.24,28.07,12.62,28.08,72.3,5.93,105.18
orange,25.21,19.21,5.07,27.3,90.77,7.01,126.28
orange,26.13,16.63,10.22,29.21,78.24,6.32,126.61
orange,30.87,16.61,9.22,24.0,80.35,6.94,97.94
papaya,58.72,50.81,63.96,30.64,79.52,6.73,143.26
papaya,35.64,48.08,48.46,26.82,79.63,5.67,143.05
papaya,51.95,50.78,47.53,29.83,76.08,6.5,151.16
papaya,42.8,52.14,51.57,29.67,92.11,6.44,144.42
papaya,46.62,42.23,54.12,28.63,77.16,6.28,130.3
papaya,35.99,46.3,55.24,30.39,87.8,6.8,160.48
papaya,65.06,49.22,50.38,29.98,87.72,6.5,137.03
papaya,54.7,43.47,53.2,30.83,79.05,6.73,120.24
papaya,51.3,46.3,67.17,30.31,77.02,5.95,176.11
papaya,47.2,43.67,52.02,31.3,83.17,6.51,153.18
